data	dostawca	iloϾ	rok	cena				
26.01.2020	549-21-69	11	2020	640				
31.01.2020	971-44-58	18	2020	640				
31.01.2020	392-78-93	15	2020	640				
01.02.2020	941-01-60	42	2020	640				
03.02.2020	903-82-46	6	2020	640				
07.02.2020	378-70-08	62	2020	640				
08.02.2020	170-89-76	15	2020	640				
10.02.2020	847-48-41	31	2020	640				
11.02.2020	080-51-85	12	2020	640				
12.02.2020	178-24-36	48	2020	640				
15.02.2020	257-35-01	9	2020	640				
20.02.2020	910-38-33	7	2020	640				
25.02.2020	102-48-01	73	2020	640				
29.02.2020	968-49-97	11	2020	640				
03.03.2020	115-65-39	15	2020	640				
06.03.2020	749-02-70	11	2020	640				
07.03.2020	904-16-42	76	2020	640				
08.03.2020	043-34-53	25	2020	640				
12.03.2020	935-78-99	37	2020	640				
14.03.2020	936-67-95	10	2020	640				
15.03.2020	254-14-00	19	2020	640				
15.03.2020	392-78-93	12	2020	640				
16.03.2020	507-22-76	32	2020	640				
23.03.2020	534-94-49	15	2020	640				
24.03.2020	214-54-56	8	2020	640				
25.03.2020	799-94-72	41	2020	640				
26.03.2020	495-93-92	11	2020	640				
28.03.2020	413-93-89	36	2020	640				
31.03.2020	513-33-14	20	2020	640				
02.04.2020	115-65-39	12	2020	640				
02.04.2020	749-02-70	30	2020	640				
03.04.2020	799-94-72	23	2020	640				
05.04.2020	178-24-36	35	2020	640				
09.04.2020	392-78-93	16	2020	640				
14.04.2020	968-49-97	46	2020	640				
14.04.2020	351-83-41	13	2020	640				
14.04.2020	211-13-01	14	2020	640				
14.04.2020	392-77-27	4	2020	640				
18.04.2020	847-48-41	47	2020	640				
18.04.2020	678-73-95	9	2020	640				
18.04.2020	507-22-76	37	2020	640				
19.04.2020	378-70-08	55	2020	640				
21.04.2020	322-66-15	14	2020	640				
23.04.2020	091-99-74	12	2020	640				
25.04.2020	904-16-42	20	2020	640				
29.04.2020	941-01-60	47	2020	640				
01.05.2020	178-24-36	28	2020	640				
02.05.2020	126-55-91	1	2020	640				
02.05.2020	585-26-73	15	2020	640				
05.05.2020	254-14-00	40	2020	640				
06.05.2020	050-38-86	1	2020	640				
07.05.2020	885-74-10	18	2020	640				
07.05.2020	043-34-53	99	2020	640				
08.05.2020	749-02-70	14	2020	640				
09.05.2020	534-94-49	18	2020	640				
13.05.2020	240-21-54	3	2020	640				
13.05.2020	269-65-16	19	2020	640				
17.05.2020	645-32-78	18	2020	640				
22.05.2020	872-13-44	7	2020	640				
23.05.2020	847-48-41	38	2020	640				
26.05.2020	692-61-16	45	2020	640				
28.05.2020	413-93-89	49	2020	640				
01.06.2020	413-93-89	13	2020	640				
01.06.2020	495-93-92	13	2020	640				
02.06.2020	080-51-85	18	2020	640				
05.06.2020	678-73-95	5	2020	640				
07.06.2020	337-27-67	11	2020	640				
08.06.2020	495-93-92	54	2020	640				
09.06.2020	179-22-38	6	2020	640				
10.06.2020	941-01-60	47	2020	640				
10.06.2020	080-51-85	10	2020	640				
10.06.2020	935-78-99	10	2020	640				
12.06.2020	269-65-16	47	2020	640				
12.06.2020	968-49-97	12	2020	640				
14.06.2020	410-52-79	14	2020	640				
17.06.2020	507-22-76	18	2020	640				
20.06.2020	080-51-85	13	2020	640				
23.06.2020	495-93-92	18	2020	640				
23.06.2020	687-31-19	11	2020	640				
24.06.2020	322-66-15	17	2020	640				
29.06.2020	244-64-83	7	2020	640				
03.07.2020	904-16-42	68	2020	640				
03.07.2020	874-03-53	4	2020	640				
03.07.2020	847-48-41	14	2020	640				
06.07.2020	080-51-85	10	2020	640				
08.07.2020	413-93-89	10	2020	640				
09.07.2020	968-49-97	14	2020	640				
09.07.2020	270-87-86	6	2020	640				
09.07.2020	534-38-74	16	2020	640				
11.07.2020	413-93-89	27	2020	640				
12.07.2020	995-59-41	32	2020	640				
13.07.2020	495-93-92	20	2020	640				
16.07.2020	749-02-70	82	2020	640				
16.07.2020	916-94-78	66	2020	640				
21.07.2020	178-24-36	15	2020	640				
21.07.2020	513-33-14	63	2020	640				
22.07.2020	527-15-00	12	2020	640				
23.07.2020	254-14-00	15	2020	640				
24.07.2020	080-51-85	30	2020	640				
24.07.2020	884-31-58	34	2020	640				
29.07.2020	904-16-42	30	2020	640				
29.07.2020	043-34-53	16	2020	640				
30.07.2020	620-15-33	71	2020	640				
31.07.2020	208-84-31	16	2020	640				
04.08.2020	968-49-97	16	2020	640				
05.08.2020	968-49-97	18	2020	640				
06.08.2020	900-85-70	2	2020	640				
11.08.2020	916-94-78	11	2020	640				
12.08.2020	968-49-97	12	2020	640				
13.08.2020	561-00-46	7	2020	640				
13.08.2020	847-48-41	21	2020	640				
13.08.2020	043-34-53	18	2020	640				
16.08.2020	799-94-72	45	2020	640				
16.08.2020	950-40-82	14	2020	640				
20.08.2020	885-74-10	52	2020	640				
22.08.2020	272-67-67	2	2020	640				
22.08.2020	172-30-09	13	2020	640				
22.08.2020	916-94-78	73	2020	640				
26.08.2020	269-65-16	12	2020	640				
28.08.2020	284-59-84	3	2020	640				
29.08.2020	904-16-42	93	2020	640				
03.09.2020	337-27-67	30	2020	640				
03.09.2020	043-34-53	77	2020	640				
07.09.2020	749-02-70	21	2020	640				
11.09.2020	396-32-41	3	2020	640				
13.09.2020	378-70-08	17	2020	640				
13.09.2020	775-48-66	20	2020	640				
14.09.2020	337-27-67	23	2020	640				
14.09.2020	208-84-31	10	2020	640				
16.09.2020	240-21-54	12	2020	640				
16.09.2020	193-47-03	11	2020	640				
17.09.2020	847-48-41	38	2020	640				
21.09.2020	995-59-41	24	2020	640				
24.09.2020	299-72-00	8	2020	640				
26.09.2020	534-94-49	42	2020	640				
29.09.2020	039-15-21	1	2020	640				
29.09.2020	178-24-36	34	2020	640				
01.10.2020	413-93-89	39	2020	640				
01.10.2020	594-18-15	17	2020	640				
02.10.2020	378-70-08	18	2020	640				
06.10.2020	322-66-15	26	2020	640				
10.10.2020	410-52-79	73	2020	640				
14.10.2020	941-01-60	27	2020	640				
17.10.2020	394-54-09	8	2020	640				
17.10.2020	396-32-41	12	2020	640				
21.10.2020	941-01-60	49	2020	640				
22.10.2020	789-52-61	5	2020	640				
23.10.2020	970-73-69	2	2020	640				
23.10.2020	527-15-00	77	2020	640				
31.10.2020	410-52-79	13	2020	640				
01.11.2020	817-44-45	4	2020	640				
03.11.2020	322-66-15	46	2020	640				
05.11.2020	115-65-39	43	2020	640				
08.11.2020	396-32-41	2	2020	640				
10.11.2020	080-51-85	10	2020	640				
10.11.2020	178-24-36	43	2020	640				
12.11.2020	294-48-56	69	2020	640				
17.11.2020	885-74-10	22	2020	640				
18.11.2020	322-66-15	13	2020	640				
22.11.2020	857-68-68	5	2020	640				
25.11.2020	507-22-76	62	2020	640				
27.11.2020	392-77-27	8	2020	640				
29.11.2020	800-16-32	18	2020	640				
04.12.2020	410-52-79	14	2020	640				
04.12.2020	211-13-01	5	2020	640				
12.12.2020	080-51-85	20	2020	640				
12.12.2020	178-24-36	15	2020	640				
13.12.2020	392-78-93	22	2020	640				
14.12.2020	904-16-42	52	2020	640				
15.12.2020	043-34-53	10	2020	640				
18.12.2020	337-27-67	23	2020	640				
20.12.2020	534-94-49	12	2020	640				
21.12.2020	749-02-70	18	2020	640				
22.12.2020	885-74-10	13	2020	640				
22.12.2020	444-71-75	4	2020	640				
23.12.2020	253-12-16	3	2020	640				
24.12.2020	865-06-94	16	2020	640				
26.12.2020	043-34-53	19	2020	640				
26.12.2020	193-47-03	4	2020	640				
27.12.2020	495-93-92	57	2020	640				
29.12.2020	550-69-18	16	2020	640				
30.12.2020	620-15-33	89	2020	640				
04.01.2021	527-15-00	74	2021	1367				
05.01.2021	847-48-41	24	2021	1367				
07.01.2021	178-24-36	46	2021	1367				
07.01.2021	965-57-87	20	2021	1367				
09.01.2021	178-24-36	25	2021	1367				
15.01.2021	749-02-70	78	2021	1367				
17.01.2021	885-74-10	17	2021	1367				
19.01.2021	495-93-92	12	2021	1367				
19.01.2021	692-61-16	53	2021	1367				
20.01.2021	799-94-72	22	2021	1367				
25.01.2021	495-93-92	47	2021	1367				
25.01.2021	916-94-78	11	2021	1367				
27.01.2021	941-01-60	20	2021	1367				
28.01.2021	410-52-79	12	2021	1367				
31.01.2021	254-14-00	46	2021	1367				
02.02.2021	178-24-36	33	2021	1367				
04.02.2021	050-38-86	9	2021	1367				
06.02.2021	410-52-79	10	2021	1367				
06.02.2021	268-62-97	10	2021	1367				
08.02.2021	269-65-16	78	2021	1367				
11.02.2021	534-94-49	53	2021	1367				
12.02.2021	392-78-93	30	2021	1367				
14.02.2021	847-48-41	36	2021	1367				
16.02.2021	806-09-59	19	2021	1367				
16.02.2021	995-59-41	24	2021	1367				
16.02.2021	080-51-85	64	2021	1367				
17.02.2021	941-01-60	28	2021	1367				
18.02.2021	275-38-81	18	2021	1367				
20.02.2021	935-78-99	54	2021	1367				
20.02.2021	687-31-19	3	2021	1367				
21.02.2021	153-24-82	9	2021	1367				
22.02.2021	585-26-73	19	2021	1367				
22.02.2021	294-48-56	19	2021	1367				
27.02.2021	594-18-15	41	2021	1367				
04.03.2021	995-59-41	22	2021	1367				
04.03.2021	269-65-16	53	2021	1367				
06.03.2021	513-33-14	12	2021	1367				
07.03.2021	799-94-72	34	2021	1367				
10.03.2021	254-14-00	31	2021	1367				
12.03.2021	091-99-74	8	2021	1367				
13.03.2021	692-61-16	13	2021	1367				
13.03.2021	294-48-56	16	2021	1367				
15.03.2021	294-48-56	49	2021	1367				
17.03.2021	916-94-78	14	2021	1367				
19.03.2021	968-49-97	14	2021	1367				
19.03.2021	033-49-11	19	2021	1367				
25.03.2021	033-49-11	12	2021	1367				
25.03.2021	340-11-17	11	2021	1367				
27.03.2021	736-91-47	1	2021	1367				
28.03.2021	847-48-41	26	2021	1367				
31.03.2021	585-26-73	14	2021	1367				
01.04.2021	910-38-33	16	2021	1367				
01.04.2021	847-48-41	43	2021	1367				
05.04.2021	115-65-39	71	2021	1367				
06.04.2021	527-15-00	35	2021	1367				
07.04.2021	178-24-36	11	2021	1367				
08.04.2021	043-34-53	15	2021	1367				
13.04.2021	254-14-00	30	2021	1367				
13.04.2021	530-86-39	7	2021	1367				
13.04.2021	995-59-41	35	2021	1367				
14.04.2021	307-98-17	3	2021	1367				
15.04.2021	799-94-72	16	2021	1367				
16.04.2021	444-71-75	14	2021	1367				
16.04.2021	043-34-53	14	2021	1367				
16.04.2021	072-92-42	15	2021	1367				
22.04.2021	178-24-36	15	2021	1367				
27.04.2021	847-48-41	19	2021	1367				
28.04.2021	205-96-13	7	2021	1367				
29.04.2021	294-48-56	20	2021	1367				
05.05.2021	585-26-73	15	2021	1367				
05.05.2021	170-26-38	7	2021	1367				
05.05.2021	799-94-72	23	2021	1367				
06.05.2021	941-01-60	30	2021	1367				
08.05.2021	594-18-15	13	2021	1367				
08.05.2021	080-77-49	5	2021	1367				
09.05.2021	254-14-00	28	2021	1367				
09.05.2021	153-24-82	3	2021	1367				
12.05.2021	523-09-63	14	2021	1367				
13.05.2021	749-02-70	79	2021	1367				
14.05.2021	268-62-97	86	2021	1367				
14.05.2021	033-49-11	70	2021	1367				
15.05.2021	910-38-33	18	2021	1367				
15.05.2021	322-66-15	11	2021	1367				
18.05.2021	080-51-85	15	2021	1367				
23.05.2021	527-15-00	17	2021	1367				
24.05.2021	941-01-60	17	2021	1367				
25.05.2021	963-43-52	19	2021	1367				
25.05.2021	378-70-08	57	2021	1367				
26.05.2021	941-01-60	33	2021	1367				
01.06.2021	299-72-00	12	2021	1367				
02.06.2021	373-76-82	2	2021	1367				
02.06.2021	941-01-60	23	2021	1367				
05.06.2021	254-14-00	42	2021	1367				
05.06.2021	373-76-82	8	2021	1367				
08.06.2021	968-49-97	14	2021	1367				
10.06.2021	178-24-36	24	2021	1367				
11.06.2021	857-68-68	11	2021	1367				
15.06.2021	916-94-78	18	2021	1367				
17.06.2021	780-78-31	20	2021	1367				
17.06.2021	941-01-60	22	2021	1367				
20.06.2021	916-94-78	16	2021	1367				
24.06.2021	296-66-33	19	2021	1367				
29.06.2021	534-38-74	1	2021	1367				
01.07.2021	904-16-42	12	2021	1367				
01.07.2021	413-93-89	16	2021	1367				
02.07.2021	527-15-00	29	2021	1367				
06.07.2021	322-66-15	10	2021	1367				
07.07.2021	799-94-72	11	2021	1367				
08.07.2021	378-70-08	90	2021	1367				
10.07.2021	351-06-97	7	2021	1367				
10.07.2021	033-49-11	27	2021	1367				
10.07.2021	692-61-16	18	2021	1367				
11.07.2021	178-24-36	15	2021	1367				
13.07.2021	692-61-16	10	2021	1367				
15.07.2021	614-36-31	10	2021	1367				
15.07.2021	314-76-34	10	2021	1367				
17.07.2021	179-23-02	90	2021	1367				
17.07.2021	507-22-76	34	2021	1367				
19.07.2021	847-48-41	10	2021	1367				
20.07.2021	847-48-41	22	2021	1367				
26.07.2021	413-93-89	22	2021	1367				
26.07.2021	596-37-06	20	2021	1367				
26.07.2021	392-78-93	26	2021	1367				
29.07.2021	964-69-89	10	2021	1367				
29.07.2021	254-14-00	40	2021	1367				
02.08.2021	799-94-72	40	2021	1367				
04.08.2021	322-66-15	17	2021	1367				
05.08.2021	178-24-36	12	2021	1367				
07.08.2021	687-31-19	13	2021	1367				
10.08.2021	080-51-85	87	2021	1367				
10.08.2021	337-27-67	19	2021	1367				
10.08.2021	941-01-60	34	2021	1367				
12.08.2021	272-67-67	16	2021	1367				
13.08.2021	884-31-58	42	2021	1367				
14.08.2021	033-49-11	70	2021	1367				
16.08.2021	495-93-92	18	2021	1367				
17.08.2021	322-66-15	64	2021	1367				
21.08.2021	968-49-97	76	2021	1367				
22.08.2021	590-28-48	11	2021	1367				
22.08.2021	527-15-00	96	2021	1367				
23.08.2021	531-41-11	17	2021	1367				
23.08.2021	269-65-16	92	2021	1367				
24.08.2021	885-74-10	76	2021	1367				
26.08.2021	749-02-70	77	2021	1367				
27.08.2021	995-59-41	34	2021	1367				
27.08.2021	254-14-00	21	2021	1367				
28.08.2021	941-01-60	11	2021	1367				
29.08.2021	936-67-95	14	2021	1367				
29.08.2021	447-16-72	1	2021	1367				
03.09.2021	513-33-14	13	2021	1367				
03.09.2021	413-93-89	49	2021	1367				
03.09.2021	050-38-86	5	2021	1367				
05.09.2021	093-96-93	8	2021	1367				
06.09.2021	495-93-92	59	2021	1367				
06.09.2021	413-93-89	27	2021	1367				
07.09.2021	847-48-41	16	2021	1367				
11.09.2021	528-09-83	13	2021	1367				
12.09.2021	513-33-14	14	2021	1367				
16.09.2021	336-81-47	20	2021	1367				
20.09.2021	753-35-55	4	2021	1367				
24.09.2021	179-23-02	10	2021	1367				
26.09.2021	043-34-53	15	2021	1367				
28.09.2021	254-14-00	22	2021	1367				
28.09.2021	799-94-72	34	2021	1367				
29.09.2021	495-93-92	45	2021	1367				
01.10.2021	288-84-37	11	2021	1367				
04.10.2021	473-30-19	14	2021	1367				
09.10.2021	843-22-41	12	2021	1367				
14.10.2021	302-11-03	11	2021	1367				
14.10.2021	294-48-56	14	2021	1367				
20.10.2021	884-31-58	18	2021	1367				
21.10.2021	392-78-93	39	2021	1367				
25.10.2021	916-94-78	11	2021	1367				
26.10.2021	080-51-85	92	2021	1367				
27.10.2021	284-59-84	5	2021	1367				
27.10.2021	072-92-42	2	2021	1367				
29.10.2021	180-17-78	14	2021	1367				
01.11.2021	900-85-70	6	2021	1367				
02.11.2021	269-65-16	65	2021	1367				
02.11.2021	513-33-14	45	2021	1367				
02.11.2021	254-14-00	10	2021	1367				
03.11.2021	916-94-78	15	2021	1367				
07.11.2021	080-51-85	14	2021	1367				
07.11.2021	242-04-13	14	2021	1367				
10.11.2021	749-02-70	14	2021	1367				
11.11.2021	847-48-41	16	2021	1367				
12.11.2021	180-17-78	12	2021	1367				
17.11.2021	378-70-08	18	2021	1367				
20.11.2021	176-54-34	14	2021	1367				
23.11.2021	105-89-55	10	2021	1367				
24.11.2021	178-24-36	26	2021	1367				
24.11.2021	594-18-15	32	2021	1367				
25.11.2021	847-48-41	28	2021	1367				
27.11.2021	408-24-90	12	2021	1367				
02.12.2021	015-89-55	16	2021	1367				
05.12.2021	413-93-89	23	2021	1367				
06.12.2021	958-71-87	10	2021	1367				
09.12.2021	749-02-70	16	2021	1367				
09.12.2021	594-18-15	38	2021	1367				
10.12.2021	941-01-60	31	2021	1367				
12.12.2021	178-41-36	12	2021	1367				
14.12.2021	268-62-97	15	2021	1367				
16.12.2021	847-48-41	34	2021	1367				
17.12.2021	033-49-11	17	2021	1367				
20.12.2021	392-78-93	22	2021	1367				
31.12.2021	590-28-48	9	2021	1367				
31.12.2021	062-58-80	14	2021	1367				
02.01.2022	944-16-93	7	2022	1385				
06.01.2022	527-15-00	17	2022	1385				
10.01.2022	325-16-71	16	2022	1385				
11.01.2022	269-65-16	17	2022	1385				
14.01.2022	322-66-15	37	2022	1385				
17.01.2022	269-65-16	18	2022	1385				
17.01.2022	692-61-16	45	2022	1385				
21.01.2022	495-93-92	18	2022	1385				
21.01.2022	799-94-72	21	2022	1385				
27.01.2022	847-48-41	33	2022	1385				
28.01.2022	799-94-72	13	2022	1385				
28.01.2022	847-48-41	45	2022	1385				
29.01.2022	294-48-56	18	2022	1385				
30.01.2022	178-41-36	3	2022	1385				
01.02.2022	534-94-49	18	2022	1385				
05.02.2022	413-93-89	44	2022	1385				
06.02.2022	392-78-93	48	2022	1385				
06.02.2022	495-93-92	56	2022	1385				
10.02.2022	904-16-42	23	2022	1385				
10.02.2022	179-23-02	11	2022	1385				
11.02.2022	047-26-54	19	2022	1385				
12.02.2022	773-39-15	18	2022	1385				
12.02.2022	254-14-00	33	2022	1385				
13.02.2022	935-78-99	80	2022	1385				
14.02.2022	170-26-38	20	2022	1385				
17.02.2022	270-90-07	1	2022	1385				
18.02.2022	495-93-92	20	2022	1385				
19.02.2022	594-18-15	42	2022	1385				
20.02.2022	904-16-42	18	2022	1385				
21.02.2022	749-02-70	26	2022	1385				
22.02.2022	801-63-85	2	2022	1385				
24.02.2022	254-14-00	17	2022	1385				
25.02.2022	495-93-92	98	2022	1385				
25.02.2022	653-45-64	11	2022	1385				
28.02.2022	378-70-08	58	2022	1385				
04.03.2022	045-63-27	17	2022	1385				
05.03.2022	413-93-89	14	2022	1385				
07.03.2022	495-93-92	10	2022	1385				
14.03.2022	995-59-41	42	2022	1385				
19.03.2022	678-73-95	9	2022	1385				
20.03.2022	378-70-08	13	2022	1385				
24.03.2022	799-94-72	20	2022	1385				
25.03.2022	392-78-93	45	2022	1385				
29.03.2022	507-22-76	10	2022	1385				
30.03.2022	968-49-97	37	2022	1385				
31.03.2022	692-61-16	43	2022	1385				
02.04.2022	847-48-41	35	2022	1385				
05.04.2022	269-65-16	94	2022	1385				
05.04.2022	527-15-00	11	2022	1385				
06.04.2022	692-61-16	13	2022	1385				
07.04.2022	773-39-15	56	2022	1385				
09.04.2022	799-94-72	28	2022	1385				
10.04.2022	254-14-00	29	2022	1385				
10.04.2022	410-52-79	81	2022	1385				
11.04.2022	799-94-72	23	2022	1385				
12.04.2022	413-93-89	14	2022	1385				
12.04.2022	958-71-87	3	2022	1385				
13.04.2022	799-94-72	31	2022	1385				
16.04.2022	527-15-00	12	2022	1385				
17.04.2022	214-54-56	15	2022	1385				
18.04.2022	170-89-76	14	2022	1385				
18.04.2022	254-14-00	24	2022	1385				
20.04.2022	800-16-32	12	2022	1385				
22.04.2022	788-39-15	1	2022	1385				
25.04.2022	881-78-83	12	2022	1385				
28.04.2022	269-65-16	19	2022	1385				
29.04.2022	620-15-33	17	2022	1385				
01.05.2022	178-24-36	10	2022	1385				
03.05.2022	254-14-00	26	2022	1385				
03.05.2022	115-65-39	66	2022	1385				
05.05.2022	799-94-72	47	2022	1385				
06.05.2022	767-55-58	5	2022	1385				
08.05.2022	678-73-95	11	2022	1385				
10.05.2022	884-31-58	10	2022	1385				
10.05.2022	080-51-85	92	2022	1385				
12.05.2022	749-02-70	11	2022	1385				
13.05.2022	495-93-92	62	2022	1385				
13.05.2022	594-18-15	42	2022	1385				
13.05.2022	534-94-49	81	2022	1385				
14.05.2022	847-48-41	41	2022	1385				
16.05.2022	392-78-93	37	2022	1385				
21.05.2022	392-78-93	46	2022	1385				
21.05.2022	884-31-58	13	2022	1385				
25.05.2022	596-37-06	17	2022	1385				
29.05.2022	817-44-45	8	2022	1385				
31.05.2022	847-48-41	44	2022	1385				
02.06.2022	847-48-41	24	2022	1385				
03.06.2022	178-24-36	38	2022	1385				
05.06.2022	254-14-00	45	2022	1385				
05.06.2022	413-93-89	26	2022	1385				
08.06.2022	043-34-53	81	2022	1385				
08.06.2022	749-02-70	99	2022	1385				
13.06.2022	549-21-69	12	2022	1385				
15.06.2022	817-14-97	4	2022	1385				
16.06.2022	534-94-49	13	2022	1385				
17.06.2022	179-23-02	83	2022	1385				
22.06.2022	874-03-53	7	2022	1385				
23.06.2022	302-11-03	9	2022	1385				
24.06.2022	270-90-07	20	2022	1385				
25.06.2022	749-02-70	98	2022	1385				
27.06.2022	447-16-72	9	2022	1385				
29.06.2022	368-99-22	13	2022	1385				
02.07.2022	941-01-60	42	2022	1385				
07.07.2022	761-06-34	31	2022	1385				
08.07.2022	126-55-91	18	2022	1385				
10.07.2022	043-34-53	17	2022	1385				
10.07.2022	392-78-93	37	2022	1385				
11.07.2022	413-93-89	29	2022	1385				
17.07.2022	916-94-78	20	2022	1385				
18.07.2022	513-33-14	89	2022	1385				
18.07.2022	968-49-97	60	2022	1385				
21.07.2022	944-16-93	5	2022	1385				
22.07.2022	995-59-41	12	2022	1385				
22.07.2022	904-16-42	17	2022	1385				
23.07.2022	910-38-33	58	2022	1385				
24.07.2022	080-51-85	17	2022	1385				
25.07.2022	254-14-00	48	2022	1385				
27.07.2022	881-78-83	7	2022	1385				
28.07.2022	847-48-41	10	2022	1385				
31.07.2022	043-34-53	11	2022	1385				
01.08.2022	761-06-34	12	2022	1385				
01.08.2022	091-99-74	15	2022	1385				
03.08.2022	857-68-68	4	2022	1385				
04.08.2022	275-38-81	13	2022	1385				
06.08.2022	995-59-41	33	2022	1385				
07.08.2022	319-54-24	2	2022	1385				
08.08.2022	916-94-78	10	2022	1385				
09.08.2022	692-61-16	11	2022	1385				
10.08.2022	254-14-00	38	2022	1385				
10.08.2022	392-78-93	23	2022	1385				
13.08.2022	072-92-42	8	2022	1385				
14.08.2022	413-93-89	21	2022	1385				
18.08.2022	410-52-79	40	2022	1385				
18.08.2022	995-59-41	16	2022	1385				
19.08.2022	527-15-00	16	2022	1385				
20.08.2022	179-23-02	96	2022	1385				
21.08.2022	749-02-70	23	2022	1385				
24.08.2022	857-68-68	8	2022	1385				
24.08.2022	781-80-31	1	2022	1385				
24.08.2022	045-63-27	4	2022	1385				
27.08.2022	950-40-82	17	2022	1385				
29.08.2022	392-78-93	19	2022	1385				
01.09.2022	929-74-62	5	2022	1385				
04.09.2022	851-69-49	5	2022	1385				
04.09.2022	368-99-22	15	2022	1385				
09.09.2022	164-61-25	14	2022	1385				
09.09.2022	916-94-78	96	2022	1385				
13.09.2022	138-66-38	1	2022	1385				
17.09.2022	513-33-14	16	2022	1385				
18.09.2022	178-24-36	10	2022	1385				
20.09.2022	211-35-92	17	2022	1385				
22.09.2022	047-26-54	5	2022	1385				
27.09.2022	392-78-93	21	2022	1385				
27.09.2022	847-48-41	12	2022	1385				
27.09.2022	378-70-08	14	2022	1385				
28.09.2022	799-94-72	43	2022	1385				
29.09.2022	128-29-15	4	2022	1385				
29.09.2022	302-11-03	4	2022	1385				
05.10.2022	179-23-02	78	2022	1385				
12.10.2022	749-02-70	15	2022	1385				
12.10.2022	885-74-10	10	2022	1385				
13.10.2022	495-93-92	57	2022	1385				
13.10.2022	910-38-33	12	2022	1385				
13.10.2022	053-79-35	14	2022	1385				
14.10.2022	599-00-55	2	2022	1385				
14.10.2022	662-14-22	19	2022	1385				
15.10.2022	264-98-29	20	2022	1385				
16.10.2022	799-94-72	36	2022	1385				
16.10.2022	847-48-41	45	2022	1385				
17.10.2022	392-78-93	100	2022	1385				
17.10.2022	043-34-53	62	2022	1385				
21.10.2022	043-34-53	18	2022	1385				
22.10.2022	080-51-85	15	2022	1385				
23.10.2022	254-14-00	14	2022	1385				
24.10.2022	043-34-53	97	2022	1385				
24.10.2022	254-14-00	13	2022	1385				
24.10.2022	179-23-02	10	2022	1385				
26.10.2022	410-52-79	51	2022	1385				
28.10.2022	473-30-19	7	2022	1385				
30.10.2022	985-21-38	19	2022	1385				
31.10.2022	970-73-69	4	2022	1385				
03.11.2022	392-78-93	16	2022	1385				
03.11.2022	534-94-49	16	2022	1385				
04.11.2022	211-35-92	14	2022	1385				
06.11.2022	378-70-08	17	2022	1385				
07.11.2022	964-69-89	1	2022	1385				
08.11.2022	179-23-02	19	2022	1385				
08.11.2022	561-00-46	8	2022	1385				
11.11.2022	817-14-97	11	2022	1385				
17.11.2022	178-24-36	24	2022	1385				
21.11.2022	594-18-15	36	2022	1385				
25.11.2022	294-48-56	18	2022	1385				
26.11.2022	495-93-92	29	2022	1385				
29.11.2022	534-94-49	17	2022	1385				
30.11.2022	254-14-00	13	2022	1385				
02.12.2022	254-14-00	15	2022	1385				
02.12.2022	799-94-72	28	2022	1385				
03.12.2022	413-93-89	29	2022	1385				
05.12.2022	530-86-39	13	2022	1385				
07.12.2022	954-85-72	16	2022	1385				
07.12.2022	178-24-36	36	2022	1385				
08.12.2022	599-00-55	16	2022	1385				
08.12.2022	590-28-48	3	2022	1385				
09.12.2022	346-83-33	9	2022	1385				
10.12.2022	523-09-63	6	2022	1385				
14.12.2022	884-31-58	11	2022	1385				
15.12.2022	159-34-45	6	2022	1385				
16.12.2022	847-48-41	18	2022	1385				
16.12.2022	159-34-45	16	2022	1385				
17.12.2022	043-34-53	100	2022	1385				
22.12.2022	369-43-03	20	2022	1385				
22.12.2022	968-49-97	19	2022	1385				
23.12.2022	968-49-97	92	2022	1385				
24.12.2022	211-13-01	11	2022	1385				
26.12.2022	177-95-05	10	2022	1385				
27.12.2022	884-31-58	18	2022	1385				
30.12.2022	242-04-13	12	2022	1385				
31.12.2022	091-99-74	12	2022	1385				
01.01.2023	325-70-30	8	2023	776				
03.01.2023	904-16-42	56	2023	776				
04.01.2023	054-09-46	18	2023	776				
04.01.2023	799-94-72	16	2023	776				
07.01.2023	534-94-49	11	2023	776				
08.01.2023	395-19-63	14	2023	776				
09.01.2023	995-59-41	14	2023	776				
10.01.2023	749-02-70	64	2023	776				
13.01.2023	929-74-62	3	2023	776				
14.01.2023	392-78-93	15	2023	776				
15.01.2023	749-02-70	15	2023	776				
17.01.2023	678-73-95	15	2023	776				
18.01.2023	884-31-58	11	2023	776				
18.01.2023	941-27-28	14	2023	776				
18.01.2023	392-78-93	43	2023	776				
20.01.2023	178-24-36	39	2023	776				
25.01.2023	091-99-74	1	2023	776				
28.01.2023	413-93-89	39	2023	776				
30.01.2023	916-94-78	17	2023	776				
30.01.2023	322-66-15	11	2023	776				
03.02.2023	847-48-41	29	2023	776				
07.02.2023	033-49-11	89	2023	776				
07.02.2023	178-24-36	18	2023	776				
08.02.2023	749-02-70	13	2023	776				
11.02.2023	294-48-56	18	2023	776				
12.02.2023	941-01-60	16	2023	776				
13.02.2023	033-49-11	58	2023	776				
17.02.2023	410-52-79	18	2023	776				
18.02.2023	033-49-11	58	2023	776				
20.02.2023	767-55-58	19	2023	776				
20.02.2023	847-48-41	38	2023	776				
21.02.2023	194-54-73	20	2023	776				
21.02.2023	043-34-53	18	2023	776				
21.02.2023	527-15-00	19	2023	776				
22.02.2023	277-10-19	1	2023	776				
23.02.2023	884-31-58	90	2023	776				
27.02.2023	847-48-41	23	2023	776				
02.03.2023	392-78-93	21	2023	776				
